3.996813e+002,0.000000e+000
4.001635e+002,1.836085e-001
4.006456e+002,1.889030e-001
4.011277e+002,1.934941e-001
4.016098e+002,1.967817e-001
4.020919e+002,1.983239e-001
4.025741e+002,1.981222e-001
4.030562e+002,1.966937e-001
4.035383e+002,1.948518e-001
4.040204e+002,1.933776e-001
4.045026e+002,1.927557e-001
4.049847e+002,1.930777e-001
4.054668e+002,1.940697e-001
4.059489e+002,1.952633e-001
4.064311e+002,1.962252e-001
4.069132e+002,1.967312e-001
4.073953e+002,1.967703e-001
4.078774e+002,1.963964e-001
4.083596e+002,1.955768e-001
4.088417e+002,1.941503e-001
4.093238e+002,1.919363e-001
4.098059e+002,1.889329e-001
4.102881e+002,1.854597e-001
4.107702e+002,1.821060e-001
4.112523e+002,1.795003e-001
4.117344e+002,1.780529e-001
4.122166e+002,1.778181e-001
4.126987e+002,1.785023e-001
4.131808e+002,1.795891e-001
4.136629e+002,1.805631e-001
4.141451e+002,1.811388e-001
4.146272e+002,1.813751e-001
4.151093e+002,1.815950e-001
4.155914e+002,1.821948e-001
4.160736e+002,1.834654e-001
4.165557e+002,1.854883e-001
4.170378e+002,1.880777e-001
4.175200e+002,1.907744e-001
4.180021e+002,1.929743e-001
4.184842e+002,1.942899e-001
4.189663e+002,1.949241e-001
4.194484e+002,1.955303e-001
4.199306e+002,1.965995e-001
4.204127e+002,1.981026e-001
4.208948e+002,1.996302e-001
4.213770e+002,2.007122e-001
4.218591e+002,2.010401e-001
4.223412e+002,2.005558e-001
4.228233e+002,1.994265e-001
4.233055e+002,1.979425e-001
4.237876e+002,1.963978e-001
4.242697e+002,1.950044e-001
4.247518e+002,1.938725e-001
4.252339e+002,1.930593e-001
4.257161e+002,1.926322e-001
4.261982e+002,1.926926e-001
4.266803e+002,1.933367e-001
4.271624e+002,1.945782e-001
4.276446e+002,1.962870e-001
4.281267e+002,1.981755e-001
4.286088e+002,1.998545e-001
4.290909e+002,2.009584e-001
4.295731e+002,2.012874e-001
4.300552e+002,2.008931e-001
4.305373e+002,2.000406e-001
4.310194e+002,1.990686e-001
4.315016e+002,1.982326e-001
4.319837e+002,1.976129e-001
4.324658e+002,1.971272e-001
4.329479e+002,1.966268e-001
4.334301e+002,1.960165e-001
4.339122e+002,1.953316e-001
4.343943e+002,1.947329e-001
4.348764e+002,1.944270e-001
4.353586e+002,1.945624e-001
4.358407e+002,1.951544e-001
4.363228e+002,1.960662e-001
4.368049e+002,1.970736e-001
4.372870e+002,1.979656e-001
4.377692e+002,1.986213e-001
4.382513e+002,1.990117e-001
4.387334e+002,1.991419e-001
4.392155e+002,1.989918e-001
4.396977e+002,1.984993e-001
4.401798e+002,1.975966e-001
4.406619e+002,1.962893e-001
4.411440e+002,1.947250e-001
4.416262e+002,1.931920e-001
4.421083e+002,1.920230e-001
4.425904e+002,1.914470e-001
4.430725e+002,1.914840e-001
4.435547e+002,1.919447e-001
4.440368e+002,1.925301e-001
4.445189e+002,1.929754e-001
4.450010e+002,1.931551e-001
4.454832e+002,1.931018e-001
4.459653e+002,1.929324e-001
4.464474e+002,1.927328e-001
4.469295e+002,1.924758e-001
4.474117e+002,1.920174e-001
4.478938e+002,1.911789e-001
4.483759e+002,1.898758e-001
4.488580e+002,1.882043e-001
4.493401e+002,1.864304e-001
4.498223e+002,1.848898e-001
4.503044e+002,1.838637e-001
