7.71
12.83
4.77
17.40
22.96
21.84
11.46
30.37
30.77
11.03
15.71
110.86
14.31
26.92
21.14
21.33
40.12
12.72
29.49
17.30
16.08
16.49
23.21
24.12
21.96
43.86
13.27
50.96
14.02
24.40
