24.52
10.55
12.33
15.52
15.81
10.55
16.65
16.12
13.64
12.52
46.39
6.97
16.90
14.89
14.59
13.11
17.99
8.52
32.30
24.62
10.27
17.36
13.96
10.43
11.39
16.46
19.27
6.52
12.89
9.30
